ID,titulacao,tipo_vinculo,dat_admissao,tempo_de_casa,cargo,regime_trabalho_mec,horas_totais,qtd_disciplina,qtd_alunos,horas_disciplina,horas_atv_dedicacao,nota_prof
1189,Especialista        ,Aulista,01/08/2000,18,PROF.  ASSISTENTE II,Horista,9.33,2,31,8,0,3.44
1190,Doutor              ,Aulista,01/08/2000,18,PROF. ADJUNTO IV,Regime de Tempo Integral,40,3,142,20,16.67,3.37
1191,Mestre              ,Aulista,03/02/2004,15,PROF.  ASSISTENTE IV,Horista,39,3,180,30,4,4.58
1192,Doutor              ,Aulista,01/08/2006,12,PROF. ADJUNTO IV,Regime de Tempo Integral,40,9,202,29,6.17,4.2
1193,Mestre              ,Regime,01/08/2000,18,PROF.  ASSISTENTE IV,Regime de Tempo Integral,40,2,75,18,19,4.36
1194,Doutor              ,Regime,01/08/2000,18,PROF. ADJUNTO IV,Regime de Tempo Integral,40,2,54,8,30.67,4.83
1195,Mestre              ,Aulista,03/02/2003,16,PROF.  ASSISTENTE IV,Regime de Tempo Parcial,23.5,5,102,28,3.67,4.8
1196,Especialista        ,Aulista,05/08/2002,16,PROF.  ASSISTENTE II,Regime de Tempo Parcial,19.67,3,78,10,8,4.49
1197,Doutor              ,Aulista,04/02/2002,17,PROF. ADJUNTO IV,Horista,9.33,2,66,8,0,3.43
1198,Doutor              ,Aulista,01/09/2000,18,PROF. ADJUNTO IV,Regime de Tempo Parcial,16,3,60,12,2,4.39
1199,Doutor              ,Aulista,01/09/2000,18,PROF. ADJUNTO IV,Regime de Tempo Parcial,35,9,113,26,0,3.6
1200,Doutor              ,Regime,01/09/2000,18,PROF. ADJUNTO IV,Regime de Tempo Parcial,35.38,2,137,25,5.17,4.62
1201,Doutor              ,Aulista,02/02/2011,8,PROF.  ASSISTENTE II,Horista,11.63,3,53,9,0,2.92
1202,Doutor              ,Aulista,01/09/2000,18,PROF. ADJUNTO IV,Regime de Tempo Integral,40,7,113,24,12,4.31
1203,Mestre              ,Aulista,02/08/2004,14,PROF.  ASSISTENTE IV,Regime de Tempo Parcial,30.33,5,62,25,11.67,4.34
1204,Mestre              ,Aulista,01/08/2001,17,PROF.  ASSISTENTE IV,Horista,25.67,9,280,22,0,4.32
1205,Mestre              ,Aulista,01/08/2001,17,PROF.  ASSISTENTE IV,Regime de Tempo Integral,40,8,185,32,12,4.75
1206,Doutor              ,Aulista,01/03/2001,18,PROF. ADJUNTO IV,Regime de Tempo Parcial,34.83,9,220,34,1,4.5
1207,Doutor              ,Regime,01/09/2000,18,PROF. ADJUNTO IV,Regime de Tempo Integral,40,2,70,8,30.67,3.82
1208,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,16.33,2,59,14,0,4.57
1209,Doutor              ,Regime,02/08/2006,12,PROF. ADJUNTO IV,Regime de Tempo Parcial,30,3,55,10,23,3.63
1210,Mestre              ,Regime,01/02/2001,18,PROF.  ASSISTENTE IV,Regime de Tempo Integral,40,4,157,21,15.5,3.51
1211,Especialista        ,Aulista,13/08/2001,17,PROF. ADJUNTO IV,Horista,14,3,54,12,0,4.44
1212,Mestre              ,Aulista,01/02/2002,17,PROF.  ASSISTENTE IV,Horista,30.33,6,178,22,0,4.05
1213,Mestre              ,Aulista,01/08/2012,6,PROF.  ASSISTENTE I,Horista,15.17,4,135,13,0,4.28
1214,Mestre              ,Aulista,02/02/2011,8,PROF.  ASSISTENTE IV,Regime de Tempo Integral,40,5,203,20,16.67,4.7
1215,Doutor              ,Aulista,01/08/2003,15,PROF. ADJUNTO IV,Regime de Tempo Integral,40,5,64,9,30.67,4.45
1216,Mestre              ,Aulista,03/02/2003,16,PROF.  ASSISTENTE IV,Regime de Tempo Integral,40,2,36,6,26,3.9
1217,Mestre              ,Aulista,02/02/2015,4,PROF.  ASSISTENTE I,Regime de Tempo Parcial,28.58,3,81,24,0,4.78
1218,Mestre              ,Aulista,01/02/2006,13,PROF.  ASSISTENTE IV,Regime de Tempo Parcial,39.5,3,246,32,11.5,4.39
1219,Mestre              ,Aulista,02/02/2015,4,PROF.  ASSISTENTE I,Regime de Tempo Parcial,17.5,4,135,15,0,3.58
1220,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,11.67,3,53,10,0,4.48
1221,Especialista        ,Aulista,05/02/2007,12,PROF.  ASSISTENTE II,Regime de Tempo Parcial,31.5,9,192,27,0,4.73
1222,Doutor              ,Aulista,28/07/2014,4,PROF. ADJUNTO I,Regime de Tempo Parcial,40,7,215,36,12,3.99
1223,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,9.33,2,73,16,0,4.36
1224,Especialista        ,Aulista,01/02/2016,3,PROF.  AUXILIAR I,Horista,19.83,5,268,25,0,4.47
1225,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,9.33,2,91,8,0,3.94
1226,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,23.33,3,258,20,0,4.38
1227,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,17.5,5,298,15,0,4.33
1228,Doutor              ,Aulista,03/08/2015,3,PROF. ADJUNTO I,Regime de Tempo Parcial,30,6,144,18,9,4.03
1229,Doutor              ,Aulista,01/02/2001,18,PROF. ADJUNTO IV,Regime de Tempo Integral,40,2,152,18,19,4.77
1230,Especialista        ,Aulista,01/08/2001,17,PROF.  ASSISTENTE II,Regime de Tempo Integral,40,6,162,16,21.34,3.89
1231,Doutor              ,Aulista,01/02/2001,18,PROF. ADJUNTO IV,Regime de Tempo Integral,40,8,157,24,13.17,4.4
1232,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Regime de Tempo Parcial,14,3,70,12,0,4.59
1233,Doutor              ,Aulista,01/02/2001,18,PROF. ADJUNTO IV,Regime de Tempo Integral,40,2,126,20,16.67,4.71
1234,Doutor              ,Aulista,01/02/2001,18,PROF. ADJUNTO IV,Horista,34.83,4,184,29,1,2.94
1235,Mestre              ,Aulista,01/02/2001,18,PROF.  ASSISTENTE IV,Regime de Tempo Parcial,35,8,319,30,0,4.28
1236,Doutor              ,Aulista,01/02/2010,9,PROF. ADJUNTO IV,Regime de Tempo Parcial,35.67,3,100,22,10,4.78
1237,Mestre              ,Regime,01/08/2001,17,PROF.  ASSISTENTE IV,Regime de Tempo Integral,40,3,73,24,12,4.58
1238,Mestre              ,Aulista,01/02/2001,18,PROF.  ASSISTENTE IV,Regime de Tempo Parcial,31.5,7,188,27,0,4.57
1239,Doutor              ,Aulista,01/03/2001,18,PROF. ADJUNTO IV,Horista,15.17,4,146,13,0,4.11
1240,Doutor              ,Aulista,01/02/2001,18,PROF. ADJUNTO IV,Regime de Tempo Parcial,19.08,3,169,10,7,4.58
1241,Especialista        ,Aulista,01/02/2001,18,PROF.  ASSISTENTE II,Horista,16.33,3,90,10,0,3.92
1242,Mestre              ,Aulista,01/08/2001,17,PROF.  ASSISTENTE IV,Regime de Tempo Parcial,33.4,5,179,23,6.5,4.8
1243,Doutor              ,Aulista,03/02/2003,16,PROF. ADJUNTO IV,Regime de Tempo Integral,40,2,53,9,29.5,3.71
1244,Doutor              ,Regime,01/02/2001,18,PROF. ADJUNTO IV,Regime de Tempo Integral,40,5,124,13,30.66,4.43
1245,Doutor              ,Regime,01/02/2001,18,PROF. ADJUNTO IV,Regime de Tempo Integral,40,3,140,22,23.67,4.27
1246,Doutor              ,Aulista,01/02/2001,18,PROF. ADJUNTO IV,Regime de Tempo Integral,40,2,69,12,26,4.71
1247,Mestre              ,Regime,01/02/2002,17,PROF.  ASSISTENTE IV,Regime de Tempo Integral,40,2,52,16,21.33,4.77
1248,Mestre              ,Aulista,01/02/2001,18,PROF.  ASSISTENTE IV,Horista,31.5,6,201,27,0,4.35
1249,Doutor              ,Aulista,01/02/2001,18,PROF. ADJUNTO IV,Regime de Tempo Integral,40,4,100,15,22.5,4.43
1250,Doutor              ,Regime,01/03/2001,18,PROF. ADJUNTO IV,Regime de Tempo Integral,40,2,52,4,30.67,3.41
1251,Mestre              ,Aulista,03/02/2014,5,PROF.  ASSISTENTE I,Regime de Tempo Parcial,27.5,6,203,30,3,4.64
1252,Mestre              ,Aulista,01/08/2011,7,PROF.  ASSISTENTE II,Regime de Tempo Integral,40,5,142,22,14.33,4.78
1253,Mestre              ,Aulista,01/03/2001,18,PROF.  ASSISTENTE IV,Regime de Tempo Integral,40,3,109,14,23.67,4.82
1254,Doutor              ,Aulista,02/02/2004,15,PROF. ADJUNTO IV,Regime de Tempo Integral,40,4,154,22,19,4.46
1255,Mestre              ,Aulista,01/02/2002,17,PROF.  ASSISTENTE IV,Regime de Tempo Integral,40,8,266,24,12,4.68
1256,Doutor              ,Aulista,01/02/2016,3,PROF. ADJUNTO I,Regime de Tempo Parcial,13.33,4,81,8,4,3.34
1257,Doutor              ,Regime,01/03/2001,18,PROF. ADJUNTO IV,Regime de Tempo Integral,40,4,99,12,26,4.17
1258,Mestre              ,Aulista,03/02/2014,5,PROF.  ASSISTENTE I,Regime de Tempo Parcial,37.67,7,259,36,12,4.02
1259,Doutor              ,Aulista,28/07/2014,4,PROF. ADJUNTO I,Regime de Tempo Parcial,16.33,4,100,17,0,3.85
1260,Mestre              ,Aulista,05/02/2002,17,PROF.  ASSISTENTE IV,Regime de Tempo Integral,40,4,253,23,13.17,3.96
1261,Doutor              ,Aulista,01/03/2001,18,PROF. ADJUNTO IV,Horista,35,5,356,30,0,3.33
1262,Doutor              ,Regime,01/03/2001,18,PROF. ADJUNTO IV,Regime de Tempo Integral,40,5,105,18,19,4.79
1263,Especialista        ,Aulista,06/08/2001,17,PROF.  ASSISTENTE II,Regime de Tempo Parcial,20.83,4,134,14,4.5,4.07
1264,Doutor              ,Aulista,01/04/2001,18,PROF. ADJUNTO IV,Regime de Tempo Parcial,40,8,432,38,5,4.67
1265,Especialista        ,Aulista,01/04/2001,18,PROF.  ASSISTENTE II,Regime de Tempo Integral,40,9,318,22,19,3.68
1266,Mestre              ,Aulista,01/04/2001,18,PROF.  ASSISTENTE IV,Regime de Tempo Integral,40,3,59,10,28.33,4.29
1267,Mestre              ,Aulista,01/08/2001,17,PROF.  ASSISTENTE IV,Regime de Tempo Parcial,22,1,103,8,12.67,4.47
1268,Mestre              ,Aulista,03/08/2001,17,PROF.  ASSISTENTE IV,Regime de Tempo Parcial,17.17,4,103,13,2,4.59
1269,Mestre              ,Aulista,04/08/2008,10,PROF.  ASSISTENTE IV,Regime de Tempo Integral,40,6,101,18,18.99,3.47
1270,Mestre              ,Aulista,01/08/2003,15,PROF.  ASSISTENTE II,Regime de Tempo Parcial,38.67,9,255,34,6,3.43
1271,Doutor              ,Aulista,01/03/2001,18,PROF. ADJUNTO IV,Regime de Tempo Parcial,12.5,3,133,9,2,4.69
1272,Doutor              ,Aulista,01/02/2016,3,PROF. ADJUNTO I,Horista,11.67,3,28,10,0,3.93
1273,Doutor              ,Aulista,03/02/2005,14,PROF. ADJUNTO IV,Horista,34.67,4,146,28,2,4.76
1274,Mestre              ,Aulista,06/08/2001,17,PROF.  ASSISTENTE IV,Regime de Tempo Integral,40,2,90,8,30.67,4.28
1275,Mestre              ,Aulista,01/09/2001,17,PROF.  AUXILIAR III,Horista,23.33,5,183,20,0,4.4
1276,Mestre              ,Aulista,03/03/2003,16,PROF.  ASSISTENTE IV,Regime de Tempo Integral,40,3,281,18,28.34,4.6
1277,Mestre              ,Aulista,01/04/2001,18,PROF.  ASSISTENTE IV,Regime de Tempo Integral,40,2,117,12,26,4.27
1278,Mestre              ,Aulista,01/08/2006,12,PROF.  ASSISTENTE IV,Regime de Tempo Parcial,27.33,5,94,14,11,4.8
1279,Doutor              ,Aulista,02/08/2004,14,PROF. ADJUNTO IV,Regime de Tempo Parcial,40,4,144,16,14.33,4.88
1280,Doutor              ,Aulista,01/02/2002,17,PROF. ADJUNTO IV,Regime de Tempo Parcial,36.33,4,178,22,20,4.41
1281,Mestre              ,Aulista,01/02/2002,17,PROF.  ASSISTENTE IV,Regime de Tempo Parcial,30,6,259,22,4.33,3.33
1282,Doutor              ,Regime,01/08/2002,16,PROF. ADJUNTO IV,Regime de Tempo Integral,40,2,75,7,27.17,2.87
1283,Mestre              ,Aulista,01/02/2002,17,PROF.  ASSISTENTE IV,Horista,18.67,3,106,16,0,3.62
1284,Mestre              ,Aulista,01/04/2001,18,PROF.  ASSISTENTE IV,Horista,21,3,138,18,0,4.35
1285,Mestre              ,Aulista,01/08/2001,17,PROF.  ASSISTENTE IV,Regime de Tempo Parcial,40,5,349,26,9.67,4.1
1286,Mestre              ,Aulista,02/08/2004,14,PROF.  ASSISTENTE IV,Regime de Tempo Parcial,27.17,5,156,16,8.5,4.51
1287,Mestre              ,Aulista,01/08/2007,11,PROF.  ASSISTENTE IV,Horista,16.33,5,230,14,0,4.36
1288,Mestre              ,Aulista,05/02/2016,3,PROF.  ASSISTENTE I,Horista,25.67,2,122,22,0,4.37
1289,Doutor              ,Regime,01/08/2001,17,PROF. ADJUNTO IV,Regime de Tempo Integral,40,4,17,8,30.67,4.81
1290,Doutor              ,Regime,01/03/2002,17,PROF. ADJUNTO IV,Regime de Tempo Integral,40,2,80,7,30.78,4.03
1291,Mestre              ,Aulista,01/02/2004,15,PROF.  ASSISTENTE IV,Horista,17.32,3,99,14,0,4.5
1292,Doutor              ,Regime,01/08/2003,15,PROF. ADJUNTO IV,Regime de Tempo Integral,40,5,142,18,19,4.79
1293,Doutor              ,Regime,01/06/2001,17,PROF. ADJUNTO IV,Horista,21.5,2,76,16,2,4.4
1294,Mestre              ,Aulista,02/02/2005,14,PROF.  ASSISTENTE IV,Regime de Tempo Integral,40,7,253,68,16.67,4.32
1295,Doutor              ,Regime,13/07/2005,13,PROF. ADJUNTO IV,Regime de Tempo Parcial,12.83,3,43,11,0,4.75
1296,Mestre              ,Aulista,03/02/2014,5,PROF.  ASSISTENTE I,Regime de Tempo Parcial,35.5,6,188,21,11,4.72
1297,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Regime de Tempo Parcial,14,4,166,12,0,3.77
1298,Especialista        ,Aulista,29/03/2016,3,PROF.  AUXILIAR I,Horista,4.67,1,52,4,0,4.49
1299,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,23.33,6,120,20,0,4.29
1300,Especialista        ,Aulista,01/02/2016,3,PROF.  AUXILIAR I,Horista,14,1,29,12,0,3.46
1301,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,14,3,139,12,0,3.34
1302,Mestre              ,Aulista,23/02/2016,3,PROF.  ASSISTENTE I,Horista,4.67,1,45,4,0,3.38
1303,Mestre              ,Aulista,01/08/2001,17,PROF.  ASSISTENTE IV,Regime de Tempo Parcial,29.83,1,18,12,15.83,4.84
1304,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,9.33,2,72,8,0,3.63
1305,Doutor              ,Aulista,05/08/2002,16,PROF. ADJUNTO IV,Regime de Tempo Integral,40,8,79,21,15.5,4.54
1306,Especialista        ,Aulista,03/08/2002,16,PROF.  ASSISTENTE II,Regime de Tempo Parcial,20.33,3,104,14,4,4.13
1307,Mestre              ,Aulista,01/08/2002,16,PROF.  ASSISTENTE IV,Regime de Tempo Parcial,23.33,1,23,19,0,4.91
1308,Mestre              ,Aulista,01/08/2001,17,PROF.  ASSISTENTE IV,Horista,22.17,5,115,19,0,4.39
1309,Doutor              ,Regime,01/08/2001,17,PROF. ADJUNTO IV,Regime de Tempo Integral,40,2,101,8,30.67,4.61
1310,Doutor              ,Aulista,01/08/2001,17,PROF. ADJUNTO IV,Regime de Tempo Integral,40,6,241,22,14.33,4.44
1311,Doutor              ,Aulista,01/08/2002,16,PROF. ADJUNTO IV,Regime de Tempo Parcial,19.33,3,37,10,10,3.95
1312,Doutor              ,Regime,01/08/2001,17,PROF. ADJUNTO IV,Regime de Tempo Integral,40,2,129,10,28.33,4.24
1313,Mestre              ,Aulista,03/08/2002,16,PROF.  ASSISTENTE IV,Regime de Tempo Parcial,33.67,6,158,22,8,2.79
1314,Especialista        ,Aulista,03/08/2002,16,PROF.  ASSISTENTE II,Regime de Tempo Parcial,40,7,238,38,5,4.38
1315,Mestre              ,Aulista,01/08/2001,17,PROF.  ASSISTENTE IV,Regime de Tempo Parcial,30.83,8,167,35,4,4.7
1316,Doutor              ,Aulista,02/08/2001,17,PROF. ADJUNTO IV,Regime de Tempo Integral,40,3,151,12,16.66,4.47
1317,Doutor              ,Aulista,01/08/2001,17,PROF. ADJUNTO IV,Regime de Tempo Integral,40,3,24,8,30.67,2.18
1318,Mestre              ,Aulista,01/08/2002,16,PROF.  ASSISTENTE IV,Regime de Tempo Parcial,28,2,72,21,3.5,4.91
1319,Mestre              ,Aulista,04/08/2003,15,PROF.  ASSISTENTE IV,Regime de Tempo Integral,40,3,69,12,26,4.62
1320,Doutor              ,Aulista,01/08/2001,17,PROF. ADJUNTO IV,Regime de Tempo Parcial,40,9,213,29,6.17,4.58
1321,Mestre              ,Aulista,01/08/2001,17,PROF.  ASSISTENTE IV,Regime de Tempo Parcial,40,10,181,34,3.83,3.97
1322,Doutor              ,Aulista,01/08/2002,16,PROF. ADJUNTO IV,Regime de Tempo Parcial,40,6,196,22,14.33,4.6
1323,Mestre              ,Aulista,01/08/2001,17,PROF.  ASSISTENTE IV,Horista,25.67,5,277,34,0,4.3
1324,Mestre              ,Aulista,06/08/2001,17,PROF.  ASSISTENTE IV,Regime de Tempo Integral,40,5,187,20,16.67,4.79
1325,Mestre              ,Aulista,02/02/2002,17,PROF.  ASSISTENTE IV,Regime de Tempo Parcial,40,5,200,30,5,4.44
1326,Doutor              ,Regime,01/08/2001,17,PROF. ADJUNTO IV,Regime de Tempo Integral,40,3,101,14,23.66,4.93
1327,Mestre              ,Aulista,01/08/2002,16,PROF.  ASSISTENTE IV,Regime de Tempo Parcial,24.5,2,26,20,1.17,4.77
1328,Mestre              ,Aulista,01/08/2002,16,PROF.  ASSISTENTE IV,Regime de Tempo Parcial,31.5,5,131,19,14,4.24
1329,Doutor              ,Aulista,01/08/2002,16,PROF. ADJUNTO IV,Regime de Tempo Parcial,37.83,3,59,28,5.17,4.85
1330,Doutor              ,Aulista,03/08/2001,17,PROF. ADJUNTO IV,Regime de Tempo Parcial,21.67,3,134,16,3,4.29
1331,Mestre              ,Aulista,02/02/2004,15,PROF.  ASSISTENTE IV,Regime de Tempo Integral,40,5,232,36,16.67,3.26
1332,Doutor              ,Aulista,03/08/2015,3,PROF. ADJUNTO I,Horista,32.67,6,335,28,0,3.74
1333,Mestre              ,Aulista,01/08/2002,16,PROF.  ASSISTENTE IV,Regime de Tempo Parcial,30,8,144,24,2,4.2
1334,Doutor              ,Regime,07/08/2001,17,PROF. ADJUNTO IV,Regime de Tempo Integral,40,3,139,22,16.67,4.5
1335,Mestre              ,Aulista,03/02/2003,16,PROF.  ASSISTENTE IV,Horista,25.67,5,331,30,0,4.29
1336,Mestre              ,Aulista,01/08/2002,16,PROF.  ASSISTENTE IV,Regime de Tempo Integral,40,6,209,26,9.67,4.07
1337,Mestre              ,Aulista,01/09/2002,16,PROF.  ASSISTENTE IV,Regime de Tempo Integral,40,3,117,20,26,3.93
1338,Especialista        ,Aulista,02/02/2005,14,PROF.  ASSISTENTE II,Regime de Tempo Integral,40,9,189,30,5,4.58
1339,Doutor              ,Aulista,02/08/2004,14,PROF. ADJUNTO IV,Regime de Tempo Integral,40,4,257,21,15.5,3.54
1340,Doutor              ,Regime,14/08/2001,17,PROF. ADJUNTO IV,Regime de Tempo Integral,40,4,117,52,16.66,4.16
1341,Mestre              ,Aulista,01/08/2002,16,PROF.  ASSISTENTE IV,Regime de Tempo Parcial,30,5,44,18,16,4.38
1342,Especialista        ,Regime,01/08/2002,16,PROF.  ASSISTENTE II,Regime de Tempo Integral,40,6,166,21,15.5,4.68
1343,Especialista        ,Aulista,01/02/2016,3,PROF.  AUXILIAR I,Horista,9.33,2,83,8,0,4.7
1344,Mestre              ,Aulista,01/02/2002,17,PROF.  ASSISTENTE IV,Regime de Tempo Parcial,33,4,78,12,19,4.83
1345,Mestre              ,Aulista,07/02/2011,8,PROF.  ASSISTENTE IV,Regime de Tempo Parcial,40,6,300,32,2.67,3.84
1346,Mestre              ,Aulista,28/09/2001,17,PROF.  ASSISTENTE IV,Regime de Tempo Parcial,40,6,162,22,9.66,4.45
1347,Doutor              ,Regime,01/08/2002,16,PROF. ADJUNTO IV,Regime de Tempo Integral,40,5,96,18,19,4.3
1348,Mestre              ,Aulista,02/10/2001,17,PROF.  ASSISTENTE IV,Regime de Tempo Integral,40,6,144,14,19,4.08
1349,Doutor              ,Aulista,01/08/2003,15,PROF. ADJUNTO IV,Regime de Tempo Integral,40,3,69,8,30.67,3.91
1350,Doutor              ,Aulista,02/02/2009,10,PROF. ADJUNTO IV,Regime de Tempo Integral,40,4,98,12,16.67,4.77
1351,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,4.67,1,26,4,0,3.35
1352,Doutor              ,Aulista,01/02/2002,17,PROF. ADJUNTO IV,Regime de Tempo Integral,40,3,219,19,17.83,3.29
1353,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,16.33,3,88,14,0,4.29
1354,Mestre              ,Aulista,02/02/2011,8,PROF.  ASSISTENTE IV,Regime de Tempo Integral,40,6,115,22,14.33,4.61
1355,Doutor              ,Aulista,05/02/2007,12,PROF. ADJUNTO IV,Regime de Tempo Integral,40,6,104,20,16.67,4.73
1356,Mestre              ,Aulista,01/08/2013,5,PROF.  ASSISTENTE I,Regime de Tempo Integral,40,7,162,26,9.67,4.24
1357,Mestre              ,Aulista,03/02/2003,16,PROF.  ASSISTENTE IV,Regime de Tempo Integral,38.83,3,28,31,1.5,4
1358,Mestre              ,Aulista,01/08/2013,5,PROF.  ASSISTENTE I,Regime de Tempo Integral,40,5,211,28,16.67,4.75
1359,Mestre              ,Aulista,01/11/2008,10,PROF.  ASSISTENTE IV,Regime de Tempo Integral,40,4,108,14,23.67,4.12
1360,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Regime de Tempo Parcial,19.67,4,77,14,3.33,4.01
1361,Especialista        ,Aulista,01/02/2016,3,PROF.  AUXILIAR I,Horista,14,3,86,12,0,4.52
1362,Mestre              ,Aulista,05/02/2016,3,PROF.  ASSISTENTE I,Horista,7,2,41,6,0,4.41
1363,Especialista        ,Aulista,07/02/2008,11,PROF.  ASSISTENTE II,Regime de Tempo Parcial,17.67,4,201,10,6,4.36
1364,Mestre              ,Aulista,02/02/2015,4,PROF.  ASSISTENTE I,Regime de Tempo Parcial,20.17,4,149,14,3.83,4.27
1365,Doutor              ,Regime,01/02/2002,17,PROF. ADJUNTO IV,Regime de Tempo Integral,40,3,99,12,26,4.54
1366,Mestre              ,Aulista,01/02/2002,17,PROF.  ASSISTENTE IV,Regime de Tempo Parcial,32.33,4,119,25,3.17,4.76
1367,Doutor              ,Aulista,01/02/2002,17,PROF. ADJUNTO IV,Regime de Tempo Parcial,31.17,5,273,23,4.33,4.47
1368,Doutor              ,Aulista,01/02/2002,17,PROF. ADJUNTO IV,Horista,18.53,2,86,15,0,3.35
1369,Especialista        ,Aulista,05/02/2004,15,PROF.  ASSISTENTE II,Regime de Tempo Parcial,18,3,60,12,4,4.6
1370,Mestre              ,Aulista,01/02/2002,17,PROF.  ASSISTENTE IV,Regime de Tempo Parcial,36.77,5,126,14,18.33,4.83
1371,Mestre              ,Aulista,03/02/2014,5,PROF.  ASSISTENTE I,Horista,33.33,6,163,26,3,4.48
1372,Doutor              ,Aulista,02/08/2004,14,PROF. ADJUNTO IV,Regime de Tempo Parcial,31.17,4,210,14,14.83,3.88
1373,Doutor              ,Aulista,01/02/2002,17,PROF. ADJUNTO IV,Regime de Tempo Parcial,13.52,2,42,6,6.5,3.52
1374,Mestre              ,Aulista,01/08/2002,16,PROF.  ASSISTENTE IV,Regime de Tempo Integral,40,3,66,12,26,4.43
1375,Doutor              ,Aulista,02/02/2004,15,PROF. ADJUNTO IV,Regime de Tempo Integral,40,5,207,20,16.67,4.69
1376,Doutor              ,Aulista,01/08/2002,16,PROF. ADJUNTO IV,Regime de Tempo Parcial,40,7,187,22,14.33,4.69
1377,Doutor              ,Aulista,01/08/2002,16,PROF. ADJUNTO IV,Regime de Tempo Integral,40,5,181,20,16.67,3.95
1378,Mestre              ,Aulista,06/08/2002,16,PROF.  ASSISTENTE IV,Regime de Tempo Parcial,24.5,4,65,18,3.5,4.27
1379,Mestre              ,Aulista,01/08/2002,16,PROF.  ASSISTENTE IV,Regime de Tempo Parcial,13.83,3,59,8,4.5,4.84
1380,Mestre              ,Aulista,04/02/2002,17,PROF.  ASSISTENTE IV,Regime de Tempo Parcial,40,6,205,28,9.67,4.44
1381,Doutor              ,Aulista,05/08/2002,16,PROF.  ASSISTENTE IV,Horista,9.33,2,101,8,0,2.6
1382,Mestre              ,Aulista,01/02/2002,17,PROF.  ASSISTENTE IV,Regime de Tempo Parcial,24.33,3,110,19,1,4.81
1383,Doutor              ,Aulista,04/02/2002,17,PROF. ADJUNTO IV,Regime de Tempo Integral,40,3,74,20,16.67,4.57
1384,Doutor              ,Aulista,03/02/2003,16,PROF. ADJUNTO IV,Horista,9.33,1,66,8,0,3.12
1385,Mestre              ,Aulista,28/07/2014,4,PROF.  ASSISTENTE I,Regime de Tempo Parcial,28.83,8,251,23,2,3.86
1386,Doutor              ,Aulista,04/02/2002,17,PROF. ADJUNTO IV,Regime de Tempo Parcial,32.67,7,159,22,7,3.01
1387,Doutor              ,Aulista,03/02/2003,16,PROF. ADJUNTO IV,Regime de Tempo Parcial,26.83,7,153,26,0,4.42
